Date,Account,Transaction Type,Category,Sub-Category,Quickbooks Category,Description, Amount ,Status,Notes,Ben Review
9/26/25,Winslow - Checking *2917,Deposit,Event/Gin Club/Other Sales,Event/Gin Club/Other Sales,Event/Gin Club/Other Sales,"Deposits, REMOTE ONLINE DEPOSIT #1","$2,125.00 ",Green,Revenue/Deposit  no concerns; aligns with operating activity.,
9/26/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,"Deposits, Orig CO Name:SHIFT4","$2,967.49 ",Green,Revenue/Deposit  no concerns; aligns with operating activity.,
9/26/25,Winslow - Checking *2917,Deposit,Event/Gin Club/Other Sales,Event/Gin Club/Other Sales,Event/Gin Club/Other Sales,"Shareholder Distributions, Online Transfer from CHK",$450.00 ,Green,Revenue/Deposit  no concerns; aligns with operating activity.,
9/26/25,Winslow - Checking *2917,Electronic Withdrawal,Labor Expense,ADP - Payroll Fees,ADP - Payroll Fees,Orig CO Name: ADP Payroll Fees Orig ID:9659605001 Desc Date:250926 CO Entry Descr:ADP Fees Sec:CCD Trace#:021000026820922 Eed:250926 Ind Name:700619642243 E 14th CA Trn:2696820922Tc,($80.65),Amber,Recurring labor cost  verify payroll details; monitor for trend.,Y
9/26/25,Winslow - Checking *2917,Electronic Withdrawal,Other Expense,Marketing/Advertising,Marketing/Advertising,Orig CO Name: Seated - New Gue Orig ID:4270465600 Desc Date: CO Entry Descr:Seated- Disec:Web Trace#:111000024485135 Eed:250926 Ind Name:The Winslow Trn:2684485135Tc,($347.19),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
9/27/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,"Deposits, Orig CO Name:SHIFT4","$6,827.29 ",Green,Revenue/Deposit  no concerns; aligns with operating activity.,
9/29/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,"Deposits, Orig CO Name:SHIFT4","$13,676.21 ",Green,Revenue/Deposit  no concerns; aligns with operating activity.,
9/29/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,"Deposits, Orig CO Name:SHIFT4","$5,515.62 ",Green,Revenue/Deposit  no concerns; aligns with operating activity.,
9/29/25,Winslow - Checking *2917,Electronic Withdrawal,Other Expense,Music/DJ,Music/DJ,"Music/Entertainment, Navigator entertainment",($700.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
9/29/25,Winslow - Checking *2917,Electronic Withdrawal,Other Expense,Music/DJ,Music/DJ,"Music/Entertainment, Rodney Flood",($150.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
9/29/25,Winslow - Checking *2917,Electronic Withdrawal,Other Expense,Music/DJ,Music/DJ,"Music/Entertainment, Brian Halloran",($150.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
9/29/25,Winslow - Checking *2917,Electronic Withdrawal,Other Expense,Music/DJ,Music/DJ,"Music/Entertainment, Alexa",($300.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
9/30/25,Winslow - Checking *2917,Check,Fixed Expense,Equipment Rental,Equipment Rental,13202 Ware Washing,($794.51),Amber,Fixed recurring expense  ensure proper invoice and coding.,Y
9/30/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,"Deposits, Orig CO Name:SHIFT4","$7,107.87 ",Green,Revenue/Deposit  no concerns; aligns with operating activity.,
9/30/25,Winslow - Checking *2917,Electronic Withdrawal,Labor Expense,ADP - Wage Pay,ADP - Wage Pay,Orig CO Name: ADP Wage Pay Orig ID:9333006057 Desc Date:250930 CO Entry Descr:Wage Pay Sec:CCD Trace#:021000028203524 Eed:250930 Ind Name:243 E 14th Cafe Inc th Trn:2738203524Tc,"($13,188.76)",Amber,Recurring labor cost  verify payroll details; monitor for trend.,Y
9/30/25,Winslow - Checking *2917,Electronic Withdrawal,Labor Expense,ADP - Tax,ADP - Tax,Orig CO Name: ADP Tax Orig ID:1223006057 Desc Date:250930 CO Entry Descr:ADP Tax Sec:CCD Trace#:021000021481002 Eed:250930 Ind ID:Lugjo,"($5,264.67)",Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/1/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:250930 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500120613761 EED:251001 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2730613761TC,"$3,057.06 ",Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/1/25,Winslow - Checking *2917,Electronic Withdrawal,Other Expense,Entertainment/Trivia,Entertainment/Trivia,Zelle payment to Trivia NYC 26430690019,($700.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/1/25,Winslow - Checking *2917,Electronic Withdrawal,Labor Expense,ADP - Pay-by-Pay,ADP - Pay-by-Pay,ORIG CO NAME:ADP PAY-BY-PAY ORIG ID:9555555505 DESC DATE:251001 CO ENTRY DESCR:PAY-BY-PAYSEC:CCD TRACE#:021000021748684 EED:251001 IND ID:935637825672GJO IND NAME:243 E 14TH CAFE INC TH 304287687 TRN: 2731748684TC,($163.06),Amber,Recurring labor cost  verify payroll details; monitor for trend.,Y
10/1/25,Winslow - Checking *2917,Electronic Withdrawal,Event/Gin Club/Other Sales,Event/Gin Club/Other Sales,Event/Gin Club/Other Sales,ORIG CO NAME:PULSD INC. ORIG ID:1204895317 DESC DATE: CO ENTRY DESCR:Bill.com SEC:PPD TRACE#:121140390613758 EED:251001 IND ID:016MHKZDD3VGWCY IND NAME:Mark Tafoya PULSD INC. Bill.com 016MHKZDD 3VGWCY Inv #6264816-09252025094253 TRN: 2730613758TC,$52.00 ,Green,Unusual or unclear transaction  confirm business purpose and obtain supporting documents.,Event Revenue
10/2/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251001 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500129491709 EED:251002 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2759491709TC,"$2,454.10 ",Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/2/25,Winslow - Checking *2917,Electronic Withdrawal,Cost of Goods Sold,Food Expense,Food Expense,ORIG CO NAME:WOOLCO FOODS ORIG ID:2331201470 DESC DATE: CO ENTRY DESCR:BANK SWEEPSEC:WEB TRACE#:104000014921723 EED:251002 IND ID:FT398285528 IND NAME:WINSLOW PUB & RESTAURA TRN: 2744921723TC,"($1,996.29)",Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/2/25,Winslow - Checking *2917,Electronic Withdrawal,Cost of Goods Sold,Food Expense,Food Expense,ORIG CO NAME:Baldor specialty ORIG ID:1800948598 DESC DATE: CO ENTRY DESCR:Baldor speSEC:WEB TRACE#:091000014921728 EED:251002 IND ID:ST-K8V2F1D0Q7U2 IND NAME:THE WINSLOW TRN: 2744921728TC,"($2,897.53)",Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/2/25,Winslow - Checking *2917,Electronic Withdrawal,Cost of Goods Sold,Beverage Expense,Beverage Expense,ORIG CO NAME:UNION BEER DISTR ORIG ID:9113310559 DESC DATE: CO ENTRY DESCR:INVOICES SEC:CCD TRACE#:021303614921734 EED:251002 IND ID:FMTHI10/01/25 IND NAME:THE WINSLOW 345199 TRN: 2744921734TC,"($1,727.53)",Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/2/25,Winslow - Checking *2917,Electronic Withdrawal,Cost of Goods Sold,Beverage Expense,Beverage Expense,ORIG CO NAME:Manhattan Beer D ORIG ID:1139118000 DESC DATE: CO ENTRY DESCR:Manhattan SEC:CCD TRACE#:021000021489367 EED:251002 IND ID:FT398276721 IND NAME:243 E. 14th cafe incTh TRN: 2751489367TC,"($5,243.60)",Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/2/25,Winslow - Checking *2917,Electronic Withdrawal,Cost of Goods Sold,Beverage Expense,Beverage Expense,ORIG CO NAME:ANHEUSER BUSCH N ORIG ID:9431510617 DESC DATE: CO ENTRY DESCR:INVOICES SEC:CCD TRACE#:021303614921736 EED:251002 IND ID:N185610/01/25 IND NAME:THE WINSLOW 198493 TRN: 2744921736TC,"($1,230.00)",Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/2/25,Winslow - Checking *2917,Electronic Withdrawal,Cost of Goods Sold,Beverage Expense,Beverage Expense,ORIG CO NAME:SGWS of NYC ORIG ID:0008235758 DESC DATE:251001 CO ENTRY DESCR:3056254171SEC:WEB TRACE#:021000024921730 EED:251002 IND ID: IND NAME:Mark Tafoya 2642701929314 TRN: 2744921730TC,"($1,351.45)",Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/2/25,Winslow - Checking *2917,Electronic Withdrawal,Cost of Goods Sold,Beverage Expense,Beverage Expense,ORIG CO NAME:EMPIRE MERCHANTS ORIG ID:8263863381 DESC DATE: CO ENTRY DESCR:J2663 RCURSEC:CCD TRACE#:111000024921725 EED:251002 IND ID:CZ10000JKZANC IND NAME:243 E 14TH CAFE INC TRN*1*CZ10000JKZANC\RMR*IK*EMPIRE M ERCHANTS NY\ TRN: 2744921725TC,"($1,065.34)",Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/2/25,Winslow - Checking *2917,Electronic Withdrawal,Other Expense,Uncategorized Expense,Uncategorized Expense,ORIG CO NAME:Shift4 ORIG ID:1465216257 DESC DATE: CO ENTRY DESCR:Shift4 SEC:CCD TRACE#:091000014921732 EED:251002 IND ID:I25100160223 IND NAME:638049 THE WINSLOW EDI TRN: 2744921732TC,($201.99),Red,Unusual or unclear transaction  confirm business purpose and obtain supporting documents.,
10/2/25,Winslow - Checking *2917,Electronic Withdrawal,Other Expense,Uncategorized Expense,Uncategorized Expense,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:250930 CO ENTRY DESCR:FEES SEC:CCD TRACE#:011500124921721 EED:251002 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2744921721TC,($61.68),Red,Unusual or unclear transaction  confirm business purpose and obtain supporting documents.,
10/3/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251002 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500122662929 EED:251003 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2752662929TC,"$4,113.48 ",Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/3/25,Winslow - Checking *2917,Electronic Withdrawal,Other Expense,Repairs & Maintenance,Repairs & Maintenance,ORIG CO NAME:MR T CARTING COR ORIG ID:1112837920 DESC DATE:100225 CO ENTRY DESCR:BT1002 SEC:CCD TRACE#:021201383992592 EED:251003 IND ID:000000336843137 IND NAME:243 E 14th cafe inc. MR TRN: 2753992592TC,"($1,000.39)",Amber,Fixed recurring expense  ensure proper invoice and coding.,Y
10/3/25,Winslow - Checking *2917,Electronic Withdrawal,Other Expense,Repairs & Maintenance,Repairs & Maintenance,ORIG CO NAME:MR T CARTING COR ORIG ID:1112837920 DESC DATE:100225 CO ENTRY DESCR:BT1002 SEC:CCD TRACE#:021201383992593 EED:251003 IND ID:000000336843462 IND NAME:243 E 14th cafe inc. MR TRN: 2753992593TC,"($1,000.39)",Amber,Fixed recurring expense  ensure proper invoice and coding.,Y
10/3/25,Winslow - Checking *2917,Electronic Withdrawal,Labor Expense,ADP - Payroll Fees,ADP - Payroll Fees,ORIG CO NAME:ADP PAYROLL FEES ORIG ID:9659605001 DESC DATE:251003 CO ENTRY DESCR:ADP FEES SEC:CCD TRACE#:021000021419762 EED:251003 IND ID:440079871811 IND NAME:701301044243 E 14TH CA 550374703 TRN: 2761419762TC,($72.98),Amber,Recurring labor cost  verify payroll details; monitor for trend.,Y
10/3/25,Winslow - Checking *2917,Electronic Withdrawal,Other Expense,Marketing/Advertising,Marketing/Advertising,ORIG CO NAME:Seated - New Gue ORIG ID:4270465600 DESC DATE: CO ENTRY DESCR:Seated- DiSEC:WEB TRACE#:111000023992595 EED:251003 IND ID:ST-T3K1Q6K7E4V3 IND NAME:THE WINSLOW TRN: 2753992595TC,($401.16),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/4/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251003 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500129120601 EED:251006 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2769120601TC,"$4,713.24 ",Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/6/25,Winslow - Checking *2917,Check,Cost of Goods Sold,Uncategorized Expense,,CHECK # 13210,($473.61),Red,Unusual or unclear transaction  confirm business purpose and obtain supporting documents.,We can link this to invoice from QB
10/6/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251005 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500121406429 EED:251006 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2791406429TC,"$6,152.84 ",Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/6/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251005 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500121406427 EED:251006 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2791406427TC,"$9,514.61 ",Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/6/25,Winslow - Checking *2917,Electronic Withdrawal,Other Expense,Music/DJ,Music/DJ,Zelle payment to Nav 26491292562,($700.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/7/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251006 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500128237916 EED:251007 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2798237916TC,"$6,692.19 ",Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/7/25,Winslow - Checking *2917,Electronic Withdrawal,Labor Expense,ADP - Tax,ADP - Tax,ORIG CO NAME:ADP Tax ORIG ID:1223006057 DESC DATE:251007 CO ENTRY DESCR:ADP Tax SEC:CCD TRACE#:021000023806705 EED:251007 IND ID:LUGJO 100839A01 IND NAME:243 E 14TH CAFE INC AA TRN: 2803806705TC,"($5,138.47)",Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/7/25,Winslow - Checking *2917,Electronic Withdrawal,Labor Expense,ADP - Wage Pay,ADP - Wage Pay,ORIG CO NAME:ADP WAGE PAY ORIG ID:9333006057 DESC DATE:251007 CO ENTRY DESCR:WAGE PAY SEC:CCD TRACE#:021000020787532 EED:251007 IND ID:927839700868GJO IND NAME:243 E 14TH CAFE INC TH 323298036 TRN: 2800787532TC,"($12,761.62)",Amber,Recurring labor cost  verify payroll details; monitor for trend.,Y
10/8/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251007 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500121156186 EED:251008 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2801156186TC,"$2,874.14 ",Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/8/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,ORIG CO NAME:SPICETECH LLC ORIG ID:1883850889 DESC DATE: CO ENTRY DESCR:REFUND SEC:CCD TRACE#:211274451156184 EED:251008 IND ID: IND NAME:The Winslow TRN: 2801156184TC,$187.27 ,Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/8/25,Winslow - Checking *2917,Electronic Withdrawal,Labor Expense,ADP - Pay-by-Pay,ADP - Pay-by-Pay,ORIG CO NAME:ADP PAY-BY-PAY ORIG ID:9555555505 DESC DATE:251008 CO ENTRY DESCR:PAY-BY-PAYSEC:CCD TRACE#:021000022250374 EED:251008 IND ID:927839700869GJO IND NAME:243 E 14TH CAFE INC TH 304287687 TRN: 2802250374TC,($157.60),Amber,Recurring labor cost  verify payroll details; monitor for trend.,Y
10/8/25,Winslow - Checking *2917,Electronic Withdrawal,Other Expense,Credit Card - Chase,Credit Card - Chase,ORIG CO NAME:CHASE CREDIT CRD ORIG ID:4760039224 DESC DATE:251007 CO ENTRY DESCR:AUTOPAYBUSSEC:PPD TRACE#:021000023382772 EED:251008 IND ID:000000000384331 IND NAME:TAFOYA MARK R TRN: 2813382772TC,"($3,984.42)",Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/9/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251008 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500127480394 EED:251009 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2817480394TC,"$2,511.12 ",Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/9/25,Winslow - Checking *2917,Electronic Withdrawal,Other Expense,Repairs & Maintenance,Repairs & Maintenance,Zelle payment to Matt Hill Exterminator 26526506480,($472.00),Amber,Fixed recurring expense  ensure proper invoice and coding.,Y
10/10/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251009 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500125011212 EED:251010 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2825011212TC,"$4,349.46 ",Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/10/25,Winslow - Checking *2917,Deposit,Event/Gin Club/Other Sales,Event/Gin Club/Other Sales,Event/Gin Club/Other Sales,REMOTE ONLINE DEPOSIT # 1,$630.00 ,Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/10/25,Winslow - Checking *2917,Deposit,Event/Gin Club/Other Sales,Event/Gin Club/Other Sales,Event/Gin Club/Other Sales,REMOTE ONLINE DEPOSIT # 1,$630.00 ,Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/10/25,Winslow - Checking *2917,Electronic Withdrawal,Other Expense,Marketing/Advertising,Marketing/Advertising,ORIG CO NAME:Seated - New Gue ORIG ID:4270465600 DESC DATE: CO ENTRY DESCR:Seated- DiSEC:WEB TRACE#:111000026443593 EED:251010 IND ID:ST-L4A0K6Z2R6Z4 IND NAME:THE WINSLOW TRN: 2826443593TC,($438.74),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/10/25,Winslow - Checking *2917,Electronic Withdrawal,Labor Expense,ADP - Payroll Fees,ADP - Payroll Fees,ORIG CO NAME:ADP PAYROLL FEES ORIG ID:9659605001 DESC DATE:251010 CO ENTRY DESCR:ADP FEES SEC:CCD TRACE#:021000027951321 EED:251010 IND ID:931739634277 IND NAME:701983874243 E 14TH CA 550374703 TRN: 2837951321TC,($74.25),Amber,Recurring labor cost  verify payroll details; monitor for trend.,Y
10/11/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251010 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500124191075 EED:251014 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2834191075TC,"$4,735.77 ",Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/11/25,Winslow - Checking *2917,Electronic Withdrawal,Cost of Goods Sold,Beverage Expense,Beverage Expense,ORIG CO NAME:Park Street Impo ORIG ID:1637678000 DESC DATE:251014 CO ENTRY DESCR:HIM20480 SEC:CCD TRACE#:021000025207809 EED:251014 IND ID:e72079924 IND NAME:The Winslow HIM20480 TRN: 2835207809TC,($151.50),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/12/25,Winslow - Checking *2917,Electronic Withdrawal,Other Expense,Music/DJ,Music/DJ,Zelle payment to RODNEY 26567238819,($150.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/12/25,Winslow - Checking *2917,Electronic Withdrawal,Other Expense,Music/DJ,Music/DJ,Zelle payment to Nav 26564900974,($700.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/12/25,Winslow - Checking *2917,Electronic Withdrawal,Other Expense,Music/DJ,Music/DJ,Zelle payment to Alex Miller 26567264969,($150.00),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/14/25,Winslow - Checking *2917,Check,Cost of Goods Sold,Uncategorized Expense,,CHECK # 13211,"($1,126.68)",Red,Unusual or unclear transaction  confirm business purpose and obtain supporting documents.,We can link this to invoice from QB
10/14/25,Winslow - Checking *2917,Check,Cost of Goods Sold,Uncategorized Expense,,CHECK # 13213,($256.66),Red,Unusual or unclear transaction  confirm business purpose and obtain supporting documents.,We can link this to invoice from QB
10/14/25,Winslow - Checking *2917,Check,Cost of Goods Sold,Uncategorized Expense,,CHECK # 13215,"($1,000.00)",Red,Unusual or unclear transaction  confirm business purpose and obtain supporting documents.,We can link this to invoice from QB
10/14/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251012 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500126425356 EED:251014 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2876425356TC,"$8,086.64 ",Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/14/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251013 CO ENTRY DESCR:CHG BACKS SEC:CCD TRACE#:011500126425362 EED:251014 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2876425362TC,$82.12 ,Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/14/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251012 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500126425358 EED:251014 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2876425358TC,"$11,762.09 ",Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/14/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251013 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500126425360 EED:251014 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2876425360TC,"$6,416.77 ",Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/14/25,Winslow - Checking *2917,Electronic Withdrawal,Cost of Goods Sold,Beverage Expense,Beverage Expense,ORIG CO NAME:UNION BEER DISTR ORIG ID:9113310559 DESC DATE: CO ENTRY DESCR:INVOICES SEC:CCD TRACE#:021303619284884 EED:251014 IND ID:FMTHI10/10/25 IND NAME:THE WINSLOW 345865 TRN: 2879284884TC,"($1,312.46)",Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/14/25,Winslow - Checking *2917,Electronic Withdrawal,Cost of Goods Sold,Beverage Expense,Beverage Expense,ORIG CO NAME:Manhattan Beer D ORIG ID:1139118000 DESC DATE: CO ENTRY DESCR:Manhattan SEC:CCD TRACE#:021000029877211 EED:251014 IND ID:FT399854123 IND NAME:243 E. 14th cafe incTh TRN: 2879877211TC,"($1,087.30)",Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/14/25,Winslow - Checking *2917,Electronic Withdrawal,Labor Expense,ADP - Wage Pay,ADP - Wage Pay,ORIG CO NAME:ADP WAGE PAY ORIG ID:9333006057 DESC DATE:251014 CO ENTRY DESCR:WAGE PAY SEC:CCD TRACE#:021000023461385 EED:251014 IND ID:938137618340GJO IND NAME:243 E 14TH CAFE INC TH 323298036 TRN: 2873461385TC,"($12,747.85)",Amber,Recurring labor cost  verify payroll details; monitor for trend.,Y
10/14/25,Winslow - Checking *2917,Electronic Withdrawal,Cost of Goods Sold,Food Expense,Food Expense,ORIG CO NAME:Baldor specialty ORIG ID:4270465600 DESC DATE: CO ENTRY DESCR:Baldor speSEC:WEB TRACE#:111000029877216 EED:251014 IND ID:ST-S9V6S1X3E8U7 IND NAME:THE WINSLOW TRN: 2879877216TC,"($1,725.98)",Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/14/25,Winslow - Checking *2917,Electronic Withdrawal,Labor Expense,ADP - Tax,ADP - Tax,ORIG CO NAME:ADP Tax ORIG ID:1223006057 DESC DATE:251014 CO ENTRY DESCR:ADP Tax SEC:CCD TRACE#:021000027704465 EED:251014 IND ID:LUGJO 101540A01 IND NAME:243 E 14TH CAFE INC AB TRN: 2877704465TC,"($5,266.71)",Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/14/25,Winslow - Checking *2917,Electronic Withdrawal,Cost of Goods Sold,Beverage Expense,Beverage Expense,ORIG CO NAME:EMPIRE MERCHANTS ORIG ID:8263863381 DESC DATE: CO ENTRY DESCR:J2673 RCURSEC:CCD TRACE#:111000029877213 EED:251014 IND ID:CZ10000JWYZDC IND NAME:243 E 14TH CAFE INC TRN*1*CZ10000JWYZDC\RMR*IK*EMPIRE M ERCHANTS NY\ TRN: 2879877213TC,"($1,099.90)",Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/15/25,Winslow - Checking *2917,Check,Cost of Goods Sold,Uncategorized Expense,,CHECK # 13212,($544.30),Red,Unusual or unclear transaction  confirm business purpose and obtain supporting documents.,We can link this to invoice from QB
10/15/25,Winslow - Checking *2917,Deposit,Food & Beverage Sales,Food & Beverage Sales,Gross Receipts,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251014 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500128274934 EED:251015 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2878274934TC,"$4,154.62 ",Green,Revenue/Deposit  no concerns; aligns with operating activity.,
10/15/25,Winslow - Checking *2917,Electronic Withdrawal,Cost of Goods Sold,Beverage Expense,Beverage Expense,"ORIG CO NAME:WINEBOW NY, NJ, ORIG ID:1364786719 DESC DATE: CO ENTRY DESCR:PAYMENT SEC:CCD TRACE#:111000026255612 EED:251015 IND ID:045590000414858 IND NAME:243 E 14th cafe inc TRN: 2886255612TC",($344.76),Amber,Operating expense  check supporting document; validate correct P&L classification.,Y
10/15/25,Winslow - Checking *2917,Electronic Withdrawal,Labor Expense,ADP - Pay-by-Pay,ADP - Pay-by-Pay,ORIG CO NAME:ADP PAY-BY-PAY ORIG ID:9555555505 DESC DATE:251015 CO ENTRY DESCR:PAY-BY-PAYSEC:CCD TRACE#:021000029965410 EED:251015 IND ID:938137618341GJO IND NAME:243 E 14TH CAFE INC TH 304287687 TRN: 2879965410TC,"($1,086.72)",Amber,Recurring labor cost  verify payroll details; monitor for trend.,Y
